basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20251125,109860,KR7109860007,동일금속,KOSDAQ,7760,40,.52,7740,7800,7730,429,3321860,9100000,70616000000
20251125,109960,KR7109960005,앱토크롬,KOSDAQ,262,1,.38,261,275,259,190064,49829034,220789269,57846788478
20251125,110020,KR7110020005,전진바이오팜,KOSDAQ,2665,35,1.33,2635,2690,2540,41738,108765170,9058762,24141600730
20251125,110790,KR7110790003,크리스에프앤씨,KOSDAQ,4200,120,2.94,4080,4265,4015,31007,129250510,23430960,98410032000
20251125,110990,KR7110990009,디아이티,KOSDAQ,13690,140,1.03,13640,14110,13470,58811,807704740,18900000,258741000000
20251125,111110,KR7111110003,호전실업,KOSPI,7900,50,.64,7870,7930,7760,9322,73298880,9376000,74070400000
20251125,111380,KR7111380002,동인기연,KOSPI,13090,-70,-.53,13190,13370,13090,3734,49075850,6128000,80215520000
20251125,111710,KR7111710000,남화산업,KOSDAQ,4310,25,.58,4370,4370,4290,1191,5117955,20588000,88734280000
20251125,111770,KR7111770004,영원무역,KOSPI,89000,400,.45,90000,91300,87500,96279,8575881500,44311468,3943720652000
20251125,111870,KR7111870002,KH 미래물산,KOSDAQ,8910,0,0,0,0,0,0,0,7042251,62746456410
20251125,112040,KR7112040001,위메이드,KOSDAQ,24800,-250,-1,25100,25400,24550,59862,1487212150,33948483,841922378400
20251125,112190,KR7112190004,KC산업,KONEX,1332,-161,-10.78,1314,1499,1314,61,87296,9051179,12056170428
20251125,112290,KR7112290002,와이씨켐,KOSDAQ,19450,470,2.48,19610,19980,19200,30800,598915900,10110545,196650100250
20251125,112610,KR7112610001,씨에스윈드,KOSPI,40050,1000,2.56,39500,40700,39500,140355,5625580100,42171403,1688964690150
20251125,113810,KR7113810006,디젠스,KOSDAQ,780,-27,-3.35,814,822,779,346137,274399656,32628051,25449879780
20251125,114090,KR7114090004,GKL,KOSPI,14100,-650,-4.41,14760,14880,14050,360441,5157778590,61855670,872164947000
20251125,114190,KR7114190002,강원에너지,KOSDAQ,14150,-180,-1.26,14660,14990,14020,358810,5150394160,26123038,369640987700
20251125,114450,KR7114450000,그린생명과학,KOSDAQ,3775,-270,-6.67,4045,4175,3775,4142102,16609531371,20000000,75500000000
20251125,114630,KR7114630007,폴라리스우노,KOSDAQ,498,-1,-.2,499,502,492,51093,25292735,87947548,43797878904
20251125,114810,KR7114810005,한솔아이원스,KOSDAQ,12850,350,2.8,12870,13330,12710,240203,3120324460,28593174,367422285900
20251125,114840,KR7114840002,아이패밀리에스씨,KOSDAQ,13940,-630,-4.32,14610,14670,13900,75228,1065623650,17319900,241439406000
20251125,114920,KR7114920002,대주이엔티,KONEX,2695,-30,-1.1,0,0,0,0,0,3469500,9350302500
20251125,115160,KR7115160004,휴맥스,KOSDAQ,898,1,.11,898,907,895,18744,16819408,43970124,39485171352
20251125,115180,KR7115180002,큐리언트,KOSDAQ,23750,150,.64,24350,25150,22500,410478,9651614775,35838893,851173708750
20251125,115310,KR7115310005,인포바인,KOSDAQ,72300,4200,6.17,67900,74300,67900,16179,1170998000,3192883,230845440900
20251125,115440,KR7115440000,우리넷,KOSDAQ,6740,-100,-1.46,6840,7020,6720,63878,435786030,10794292,72753528080
20251125,115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,3105,20,.65,3105,3150,3075,126444,393300131,84382263,262006926615
20251125,115480,KR7115480006,씨유메디칼,KOSDAQ,574,3,.53,571,578,565,37502,21387822,60624558,34798496292
20251125,115500,KR7115500001,케이씨에스,KOSDAQ,9870,300,3.13,10320,10500,9870,117328,1189832160,12000000,118440000000
20251125,115530,KR7115530008,씨엔플러스,KOSDAQ,351,-7,-1.96,358,360,347,59780,21099956,67963000,23855013000
20251125,115570,KR7115570004,스타플렉스,KOSDAQ,3295,70,2.17,3225,3295,3185,15762,51393119,7984508,26308953860
20251125,115610,KR7115610008,이미지스,KOSDAQ,1051,-53,-4.8,1105,1147,1036,275066,295131301,23637538,24843052438
20251125,116100,KR7116100009,태양기계,KONEX,580,45,8.41,584,584,580,3,1748,7439986,4315191880
20251125,117580,KR7117580001,대성에너지,KOSPI,7980,-40,-.5,8040,8060,7940,48467,387423790,27500000,219450000000
20251125,117670,KR7117670000,알파칩스,KOSDAQ,9390,290,3.19,9200,9490,9100,10802,99803550,6139468,57649604520
20251125,117730,KR7117730002,티로보틱스,KOSDAQ,14980,260,1.77,15400,16130,14870,924182,14172853875,21605307,323647498860
20251125,118000,KR7118000009,메타케어,KOSPI,302,-4,-1.31,306,306,299,376519,113400204,171777364,51876763928
20251125,118990,KR7118990001,모트렉스,KOSDAQ,7340,-90,-1.21,7560,7560,7250,51503,380070865,24861990,182487006600
20251125,119500,KR7119500007,포메탈,KOSDAQ,2910,10,.34,2905,2930,2890,33179,96573340,11847232,34475445120
20251125,119610,KR7119610004,인터로조,KOSDAQ,15620,270,1.76,15500,15650,15360,33969,528156450,11413747,178282728140
20251125,119650,KR7119650000,KC코트렐,KOSPI,918,0,0,0,0,0,0,0,109785309,100782913662
20251125,119830,KR7119830008,아이텍,KOSDAQ,5280,20,.38,5370,5540,5180,205872,1095917385,22117542,116780621760
20251125,119850,KR7119850006,지엔씨에너지,KOSDAQ,28300,-350,-1.22,29200,29500,27600,435032,12340797800,16448909,465504124700
20251125,120030,KR7120030002,조선선재,KOSPI,95800,-400,-.42,96700,97000,95000,2501,239660400,1257651,120482965800
20251125,120110,KR7120110002,코오롱인더,KOSPI,39450,-250,-.63,40600,40600,38950,237600,9425840225,27519091,1085628139950
20251125,120115,KR7120111000,코오롱인더우,KOSPI,23800,-100,-.42,24050,24050,23700,4100,97895050,2767860,65875068000
20251125,120240,KR7120240007,대정화금,KOSDAQ,12830,-120,-.93,12850,12990,12820,12123,156066010,7190391,92252716530
20251125,121060,KR7121060008,유니포인트,KONEX,619,1,.16,531,619,530,201,106720,5981670,3702653730
20251125,121440,KR7121440002,골프존홀딩스,KOSDAQ,5100,-10,-.2,5140,5170,5060,44521,227572950,42836818,218467771800
20251125,121600,KR7121600001,나노신소재,KOSDAQ,49650,-750,-1.49,51700,51900,49200,83458,4174386475,12211191,606285633150
20251125,121800,KR7121800007,비덴트,KOSDAQ,3320,0,0,0,0,0,0,0,77201611,256309348520
20251125,121850,KR7121850002,코이즈,KOSDAQ,565,0,0,0,0,0,0,0,30614175,17297008875
20251125,121890,KR7121890008,에스디시스템,KOSDAQ,1636,-33,-1.98,1651,1699,1621,38883,63835592,13291446,21744805656
20251125,122310,KR7122310006,제노레이,KOSDAQ,4345,-50,-1.14,4440,4445,4340,35973,157246165,14553844,63236452180
20251125,122350,KR7122350002,삼기,KOSDAQ,1211,5,.41,1207,1234,1200,152406,184331968,38339428,46429047308
20251125,122450,KR7122450000,KX,KOSDAQ,3800,-45,-1.17,3845,3885,3765,86895,329854265,44819834,170315369200
20251125,122640,KR7122640006,예스티,KOSDAQ,17320,-470,-2.64,18200,18350,16950,90307,1573231880,21349821,369778899720
20251125,122690,KR7122690001,서진오토모티브,KOSDAQ,1969,75,3.96,1894,1969,1874,131926,253798076,22361957,44030693333
20251125,122830,KR7122830003,원포유,KONEX,1329,-7,-.52,1398,1400,1305,3436,4500511,32751985,43527388065
20251125,122870,KR7122870009,와이지엔터테인먼트,KOSDAQ,58700,-1800,-2.98,60600,60900,58400,149413,8822917850,18691049,1097164576300
20251125,122900,KR7122900004,아이마켓코리아,KOSPI,7970,30,.38,7980,8000,7920,29900,237756945,33428840,266427854800
20251125,122990,KR7122990005,와이솔,KOSDAQ,5780,10,.17,5810,5900,5720,76812,446262870,27671533,159941460740
20251125,123010,KR7123010001,아이윈플러스,KOSDAQ,963,-32,-3.22,1060,1060,960,332667,329951037,32658542,31450175946
20251125,123040,KR7123040008,엠에스오토텍,KOSDAQ,2025,0,0,2045,2070,2000,102718,208192980,62628299,126822305475
20251125,123330,KR7123330003,제닉,KOSDAQ,17610,-10,-.06,17630,18010,17350,17101,301007745,7968680,140328454800
20251125,123410,KR7123410003,코리아에프티,KOSDAQ,6460,60,.94,6560,6700,6420,715813,4682970920,27841064,179853273440
20251125,123420,KR7123420002,위메이드플레이,KOSDAQ,8000,30,.38,7980,8180,7820,14964,119953410,10552334,84418672000
20251125,123570,KR7123570004,이엠넷,KOSDAQ,1940,-4,-.21,1931,1944,1930,3732,7228171,22276078,43215591320
20251125,123690,KR7123690000,한국화장품,KOSPI,9910,-590,-5.62,10440,10500,9910,420323,4235396180,16068000,159233880000
20251125,123700,KR7123700007,SJM,KOSPI,3630,-10,-.27,3670,3670,3590,14122,51129077,15604898,56645779740
20251125,123750,KR7123750002,알톤,KOSDAQ,1306,-5,-.38,1311,1332,1300,32163,42136161,12746297,16646663882
20251125,123840,KR7123840001,뉴온,KOSDAQ,920,-17,-1.81,935,973,920,10922,10221989,37154307,34181962440
20251125,123860,KR7123860009,아나패스,KOSDAQ,17160,-210,-1.21,17400,17530,16860,38304,650963755,12123415,208037801400
20251125,123890,KR7123890006,한국자산신탁,KOSPI,2390,-15,-.62,2420,2425,2375,117157,279895274,122373926,292473683140
20251125,124500,KR7124500000,아이티센글로벌,KOSDAQ,20900,350,1.7,21000,21300,20300,233743,4855024750,23204527,484974614300
20251125,124560,KR7124560004,태웅로직스,KOSDAQ,2670,-50,-1.84,2720,2745,2670,94504,254054568,38720811,103384565370
20251125,125020,KR7125020008,티씨머티리얼즈,KOSDAQ,3050,-25,-.81,3090,3135,2990,234741,712345230,35038550,106867577500
20251125,125210,KR7125210005,아모그린텍,KOSDAQ,5810,30,.52,5810,6630,5700,1316374,8138209970,16496790,95846349900
20251125,125490,KR7125490003,한라캐스트,KOSDAQ,11520,320,2.86,11200,11850,11070,7045993,80875498325,36502352,420507095040
20251125,126340,KR7126340009,비나텍,KOSDAQ,63500,4600,7.81,59900,63500,56400,344726,20789865150,6413668,407267918000
20251125,126560,KR7126560002,현대퓨처넷,KOSPI,3080,-75,-2.38,3165,3165,3070,121792,376305410,110202945,339425070600
20251125,126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,2990,-20,-.66,3010,3080,2985,36018,108853620,62766899,187673028010
20251125,126640,KR7126640002,화신정공,KOSDAQ,1302,-3,-.23,1300,1320,1293,66009,85997325,36373887,47358800874
20251125,126700,KR7126700004,하이비젼시스템,KOSDAQ,14690,-240,-1.61,15100,15100,14540,71018,1044649245,14942112,219499625280
20251125,126720,KR7126720002,수산인더스트리,KOSPI,20500,-100,-.49,20750,20850,20250,16915,346872250,14286000,292863000000
20251125,126730,KR7126730001,코칩,KOSDAQ,12050,180,1.52,11990,12410,11950,37564,455773710,8503460,102466693000
20251125,126880,KR7126880004,제이엔케이글로벌,KOSDAQ,3945,10,.25,3920,4020,3920,85211,337376490,23204903,91543342335
20251125,127120,KR7127120004,제이에스링크,KOSDAQ,19870,150,.76,20050,20100,19450,161372,3195536930,31775577,631380714990
20251125,127710,KR7127710002,아시아경제,KOSDAQ,961,-12,-1.23,965,1018,960,32683,31716244,34904082,33542822802
20251125,127980,KR7127980001,화인써키트,KOSDAQ,5950,20,.34,5930,6230,5860,7572,44887700,11840684,70452069800
20251125,128540,KR7128540002,에코캡,KOSDAQ,1621,-5,-.31,1636,1682,1605,51473,83529047,26690460,43265235660
20251125,128660,KR7128660008,피제이메탈,KOSDAQ,2680,15,.56,2665,2680,2650,9738,25923250,24803369,66473028920
20251125,128820,KR7128820008,대성산업,KOSPI,4705,585,14.2,4135,4945,4055,7933830,37285467251,45235478,212832923990
20251125,128940,KR7128940004,한미약품,KOSPI,444500,-1500,-.34,450000,460500,441500,72199,32446965000,12810991,5694485499500
20251125,129260,KR7129260006,인터지스,KOSPI,2540,-5,-.2,2525,2560,2500,85800,215894790,29747874,75559599960
20251125,129890,KR7129890000,앱코,KOSDAQ,965,7,.73,955,972,955,47798,45928055,45545602,43951505930
20251125,129920,KR7129920005,대성하이텍,KOSDAQ,3505,-10,-.28,3580,3580,3485,9832,34473845,13715053,48071260765
20251125,130500,KR7130500002,GH신소재,KOSDAQ,2385,35,1.49,2350,2395,2350,16183,38428935,14545052,34689949020
20251125,130580,KR7130580004,나이스디앤비,KOSDAQ,5840,40,.69,5800,5840,5740,9036,52456530,15400000,89936000000
20251125,130660,KR7130660004,한전산업,KOSPI,10980,60,.55,10950,11140,10770,162107,1777333190,32600000,357948000000
20251125,130740,KR7130740004,티피씨글로벌,KOSDAQ,1669,-8,-.48,1683,1700,1660,20309,33958118,11276679,18820777251
20251125,131030,KR7131030009,옵투스제약,KOSDAQ,6600,0,0,6650,6810,6430,72375,478004785,17646590,116467494000
20251125,131090,KR7131090003,시큐브,KOSDAQ,3885,30,.78,3850,3970,3815,7431,28747095,8000000,31080000000
20251125,131100,KR7131100000,티엔엔터테인먼트,KOSDAQ,1360,8,.59,1339,1370,1339,17957,24327036,32246724,43855544640
20251125,131180,KR7131180002,딜리,KOSDAQ,930,-1,-.11,915,944,915,16015,14786833,29350000,27295500000
20251125,131220,KR7131220006,대한과학,KOSDAQ,4800,-25,-.52,4805,4825,4720,18337,87494695,7454490,35781552000
20251125,131290,KR7131290009,티에스이,KOSDAQ,50900,3050,6.37,49400,52000,48850,85869,4376942400,11061429,563026736100
20251125,131370,KR7131370009,알서포트,KOSDAQ,2535,-40,-1.55,2570,2580,2525,59369,150853235,53267083,135032055405
20251125,131400,KR7131400004,이브이첨단소재,KOSDAQ,1495,-27,-1.77,1523,1567,1475,511714,769688608,59591882,89089863590
20251125,131760,KR7131760001,파인텍,KOSDAQ,801,0,0,803,819,795,96039,76818577,43431583,34788697983
20251125,131970,KR7131970006,두산테스나,KOSDAQ,42700,1250,3.02,42800,43100,41950,119776,5107754800,19327238,825273062600
20251125,133750,KR7133750000,메가엠디,KOSDAQ,1794,-17,-.94,1810,1819,1787,16297,29343606,23407077,41992296138
20251125,133820,KR7133820001,화인베스틸,KOSPI,1806,34,1.92,1805,1839,1772,103576,186728803,37114502,67028790612
20251125,134060,KR7134060003,이퓨쳐,KOSDAQ,4100,10,.24,4115,4215,4030,6947,28197390,4769250,19553925000
20251125,134380,KR7134380005,미원화학,KOSPI,87100,1100,1.28,87000,87500,87000,235,20534300,2199268,191556242800
20251125,134580,KR7134580000,탑코미디어,KOSDAQ,1939,-28,-1.42,1969,2060,1890,92861,179515348,49294149,95581354911
20251125,134790,KR7134790005,시디즈,KOSPI,21950,0,0,22000,22050,21800,1079,23588600,2000000,43900000000
20251125,136150,KR7136150000,원일티엔아이,KOSDAQ,18240,30,.16,18250,18630,18220,39128,718128600,8381030,152869987200
20251125,136410,KR7136410008,아셈스,KOSDAQ,9950,450,4.74,9510,10010,9510,25425,250864210,11019106,109640104700
20251125,136480,KR7136480001,하림,KOSDAQ,2905,0,0,2925,2935,2885,281714,819025175,106209702,308539184310
20251125,136490,KR7136490000,선진,KOSPI,9150,-250,-2.66,9340,9540,9060,145886,1338493135,23779604,217583376600
20251125,136540,KR7136540002,윈스테크넷,KOSDAQ,11680,50,.43,11890,11890,11610,7284,85226390,12279746,143427433280
20251125,136660,KR7136660008,큐엠씨,KONEX,1499,-1,-.07,1300,1499,1300,11,14499,2360950,3539064050
20251125,137080,KR7137080008,나래나노텍,KOSDAQ,2990,-30,-.99,3010,3040,2860,7599,22667781,11059422,33067671780
20251125,137310,KR7137310009,에스디바이오센서,KOSPI,9120,-40,-.44,9240,9290,9070,118387,1083679440,121749102,1110351810240
20251125,137400,KR7137400008,피엔티,KOSDAQ,37900,50,.13,38700,38950,37900,83692,3214771575,23743086,899862959400
20251125,137940,KR7137940003,넥스트아이,KOSDAQ,322,16,5.23,305,323,300,994437,323183197,85368992,27488815424
20251125,137950,KR7137950002,제이씨케미칼,KOSDAQ,3195,-15,-.47,3180,3260,3150,59171,187903390,22267814,71145665730
20251125,138040,KR7138040001,메리츠금융지주,KOSPI,107500,-200,-.19,108200,109700,107500,190512,20619133300,175221773,18836340597500
20251125,138070,KR7138070008,신진에스엠,KOSDAQ,2075,-25,-1.19,2070,2135,2070,32839,68982390,17503204,36319148300
20251125,138080,KR7138080007,오이솔루션,KOSDAQ,11570,410,3.67,11650,11650,11160,39341,450157745,11408800,131999816000
20251125,138360,KR7138360003,협진,KOSDAQ,1079,128,13.46,953,1088,948,1936060,2008554395,54329108,58621107532
20251125,138490,KR7138490008,코오롱ENP,KOSPI,8060,60,.75,8080,8190,7790,1292921,10355985880,38000000,306280000000
20251125,138610,KR7138610001,나이벡,KOSDAQ,35350,-400,-1.12,36100,37250,34850,110452,3941316800,11361970,401645639500
20251125,138930,KR7138930003,BNK금융지주,KOSPI,14830,20,.14,14920,15050,14700,636743,9456791740,314425154,4662925033820
20251125,139050,KR7139050009,BF랩스,KOSDAQ,2805,0,0,0,0,0,0,0,8644551,24247965555
20251125,139130,KR7139130009,iM금융지주,KOSPI,14220,150,1.07,14210,14360,14050,292430,4152996925,162054666,2304417350520
20251125,139480,KR7139480008,이마트,KOSPI,79000,1400,1.8,77700,79700,77400,131762,10397126150,27595819,2180069701000
20251125,139670,KR7139670004,키네마스터,KOSDAQ,1919,-63,-3.18,1972,1998,1912,39127,75452406,14118810,27093996390
20251125,139990,KR7139990006,아주스틸,KOSPI,3240,-90,-2.7,3340,3340,3230,24725,80618935,38755414,125567541360
20251125,140070,KR7140070004,서플러스글로벌,KOSDAQ,2090,-10,-.48,2100,2130,2070,37325,77764117,36988000,77304920000
20251125,140410,KR7140410002,메지온,KOSDAQ,64900,-4600,-6.62,69200,70400,64700,145430,9768488400,30363914,1970618018600
20251125,140430,KR7140430000,카티스,KOSDAQ,3465,-140,-3.88,3635,3680,3465,487267,1715102868,19102219,66189188835
20251125,140520,KR7140520008,대창스틸,KOSDAQ,2140,-5,-.23,2145,2155,2125,10283,21964670,21109243,45173780020
20251125,140610,KR7140610007,엔솔바이오사이언스,KONEX,14240,50,.35,14380,14380,14200,3972,56807360,13337529,189926412960
20251125,140660,KR7140660002,위월드,KONEX,1399,0,0,0,0,0,0,0,2487252,3479665548
20251125,140670,KR7140670001,알에스오토메이션,KOSDAQ,12190,-220,-1.77,12520,12720,12180,71652,881005635,9303140,113405276600
20251125,140860,KR7140860008,파크시스템스,KOSDAQ,228000,-7500,-3.18,236000,238500,228000,22000,5080813250,6995377,1594945956000
20251125,140910,KR7140910001,에이리츠,KOSPI,3130,0,0,0,0,0,0,0,4463032,13969290160
20251125,141000,KR7141000000,비아트론,KOSDAQ,7340,40,.55,7300,7470,7280,10849,79651440,12114710,88921971400
20251125,141080,KR7141080002,리가켐바이오,KOSDAQ,172900,1300,.76,171600,178000,170200,346229,60422216400,36610338,6329927440200
20251125,142210,KR7142210004,유니트론텍,KOSDAQ,5140,-30,-.58,5200,5250,5100,64655,332135245,21010071,107991764940
20251125,142280,KR7142280007,녹십자엠에스,KOSDAQ,3960,-35,-.88,3995,4070,3955,64681,258279870,21741926,86098026960
20251125,142760,KR7142760008,모아라이프플러스,KOSDAQ,1706,-2,-.12,1747,1770,1661,484336,833209837,39053522,66625308532
20251125,143160,KR7143160000,아이디스,KOSDAQ,17990,-60,-.33,18050,18190,17810,19833,358112300,10716390,192787856100
20251125,143210,KR7143210003,핸즈코퍼레이션,KOSPI,1420,-11,-.77,1435,1460,1420,26711,38316613,21875747,31063560740
20251125,143240,KR7143240000,사람인,KOSDAQ,13430,30,.22,13350,13500,13290,6531,87509580,11709263,157255402090
20251125,143540,KR7143540003,영우디에스피,KOSDAQ,736,-4,-.54,735,750,725,27164,19908251,44599895,32825522720
20251125,144510,KR7144510005,지씨셀,KOSDAQ,23900,-950,-3.82,25300,25400,23800,79296,1934014700,15800344,377628221600
20251125,144960,KR7144960002,뉴파워프라즈마,KOSDAQ,4900,140,2.94,4845,4960,4830,157834,771529910,43692624,214093857600
20251125,145020,KR7145020004,휴젤,KOSDAQ,215500,-5500,-2.49,223000,223000,214500,44829,9709586250,12304033,2651519111500
20251125,145170,KR7145170007,노브랜드,KOSDAQ,4090,-10,-.24,4095,4145,4070,15263,62578490,16908405,69155376450
20251125,145210,KR7145210001,다이나믹디자인,KOSPI,801,-3,-.37,804,835,781,185162,148822111,37793712,30272763312
20251125,145270,KR7145270005,케이탑리츠,KOSPI,959,-1,-.1,960,960,949,83073,79454062,48060774,46090282266
20251125,145720,KR7145720009,덴티움,KOSPI,48750,0,0,49050,51000,48650,39108,1935095600,11068830,539605462500
20251125,145990,KR7145990008,삼양사,KOSPI,50400,-500,-.98,50900,51400,50200,8098,409699450,10313449,519797829600
20251125,145995,KR7145991006,삼양사우,KOSPI,36500,-400,-1.08,37050,37050,36500,605,22098200,370070,13507555000
20251125,146060,KR7146060009,율촌,KOSDAQ,1182,-6,-.51,1186,1209,1137,30249,35872849,24015595,28386433290
20251125,146320,KR7146320007,비씨엔씨,KOSDAQ,12200,720,6.27,11600,12260,11590,39817,477571285,12797923,156134660600
20251125,147760,KR7147760003,피엠티,KOSDAQ,3130,-75,-2.34,3300,3300,3125,92341,295850679,10819866,33866180580
20251125,147830,KR7147830004,제룡산업,KOSDAQ,5840,-40,-.68,5910,5990,5780,84895,497440230,20000000,116800000000
20251125,148150,KR7148150006,세경하이테크,KOSDAQ,4865,75,1.57,4800,4930,4800,99727,484945096,35860429,174460987085
20251125,148250,KR7148250004,알엔투테크놀로지,KOSDAQ,5630,-170,-2.93,5900,5900,5190,270987,1473810675,9446672,53184763360
20251125,148780,KR7148780000,비큐AI,KOSDAQ,1391,-4,-.29,1395,1427,1355,67567,93914879,31445725,43741003475
20251125,148930,KR7148930001,에이치와이티씨,KOSDAQ,3085,-65,-2.06,3110,3165,3050,20094,62036465,10175213,31390532105
20251125,149010,KR7149010001,아이케이세미콘,KONEX,5400,0,0,5390,5600,5200,1305,6924120,3120000,16848000000
20251125,149300,KR7149300006,아퓨어스,KONEX,66,1,1.54,72,72,61,760,47185,45486252,3002092632
20251125,149950,KR7149950008,아바텍,KOSDAQ,9350,260,2.86,9020,9430,9020,36960,340383050,13667703,127793023050
20251125,149980,KR7149980005,하이로닉,KOSDAQ,5090,0,0,0,0,0,0,0,18594363,94645307670
20251125,150840,KR7150840007,인트로메딕,KOSDAQ,5850,0,0,0,0,0,0,0,42997901,251537720850
20251125,150900,KR7150900009,파수,KOSDAQ,4350,-85,-1.92,4460,4475,4315,33141,145041110,11699422,50892485700
20251125,151860,KR7151860004,KG에코솔루션,KOSDAQ,5420,-120,-2.17,5530,5620,5400,46006,251665255,47603002,258008270840
20251125,151910,KR7151910007,퓨처코어,KOSDAQ,15,-12,-44.44,25,32,15,20632119,400932051,190071722,2851075830
20251125,152550,KR7152550000,한국ANKOR유전,KOSPI,222,1,.45,222,223,220,162957,36122548,70020000,15544440000
20251125,153460,KR7153460001,네이블,KOSDAQ,7250,160,2.26,7100,7300,7100,1097,7898745,6530014,47342601500
20251125,153490,KR7153490008,우리이앤엘,KOSDAQ,680,1,.15,679,688,675,36590,24888908,51480000,35006400000
20251125,153710,KR7153710009,옵티팜,KOSDAQ,5370,470,9.59,4925,6250,4925,501026,2811604435,14669958,78777674460
20251125,154030,KR7154030001,아시아종묘,KOSDAQ,2190,-195,-8.18,2460,3000,2160,3065668,7900424993,12061867,26415488730
20251125,154040,KR7154040000,다산솔루에타,KOSDAQ,1098,-1,-.09,1089,1099,1039,108551,116325251,17950094,19709203212
20251125,155650,KR7155650005,와이엠씨,KOSDAQ,3230,-40,-1.22,3230,3295,3190,26319,84788915,19474358,62902176340
20251125,155660,KR7155660004,DSR,KOSPI,3875,10,.26,3905,3905,3850,7831,30227245,16000000,62000000000
20251125,156100,KR7156100000,엘앤케이바이오,KOSDAQ,10850,620,6.06,10460,11420,10350,966118,10606981730,21032076,228198024600
20251125,158430,KR7158430009,아톤,KOSDAQ,6040,-100,-1.63,6200,6320,5980,160774,983985225,24850529,150097195160
20251125,159010,KR7159010008,아스플로,KOSDAQ,3840,45,1.19,3795,3905,3785,16514,63361530,13334739,51205397760
20251125,159580,KR7159580000,제로투세븐,KOSDAQ,4000,35,.88,3970,4045,3960,35501,141474830,20032636,80130544000
20251125,159910,KR7159910009,에코글로우,KOSDAQ,706,-28,-3.81,738,748,704,447400,322899475,41331359,29179939454
20251125,160190,KR7160190005,하이젠알앤엠,KOSDAQ,46600,-1800,-3.72,49550,49950,46500,145830,6982756400,30888000,1439380800000
20251125,160550,KR7160550000,NEW,KOSDAQ,2080,10,.48,2100,2140,2050,51095,106640160,27906106,58044700480
20251125,160980,KR7160980009,싸이맥스,KOSDAQ,15280,90,.59,15350,15750,15180,58332,899166930,10924243,166922433040
20251125,161000,KR7161000005,애경케미칼,KOSPI,9750,0,0,9880,9980,9690,133242,1305386860,48648709,474324912750
20251125,161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,58400,600,1.04,58500,58900,57100,258668,15033991100,123875069,7234304029600
20251125,161580,KR7161580006,필옵틱스,KOSDAQ,39700,1550,4.06,39900,40650,39250,289077,11515811650,23402747,929089055900
20251125,161890,KR7161890009,한국콜마,KOSPI,65300,-1400,-2.1,67200,67400,64900,151464,9989041300,23605077,1541411528100
20251125,162120,KR7162120000,루켄테크놀러지스,KONEX,3000,-45,-1.48,3095,3095,2910,6895,20497460,11156602,33469806000
20251125,162300,KR7162300008,신스틸,KOSDAQ,1755,-23,-1.29,1778,1786,1752,12111,21372199,41471382,72782275410
20251125,163280,KR7163280001,에어레인,KOSDAQ,15050,10,.07,15070,15310,14700,41511,620118190,8174789,123030574450
20251125,163560,KR7163560006,동일고무벨트,KOSPI,6860,-90,-1.29,6870,6990,6850,57632,397874165,13900000,95354000000
20251125,163730,KR7163730005,핑거,KOSDAQ,11220,-1440,-11.37,12770,12920,11210,642044,7524219890,9406568,105541692960
20251125,166090,KR7166090001,하나머티리얼즈,KOSDAQ,43100,2500,6.16,41950,43500,41650,352076,15099229650,19777674,852417749400
20251125,166480,KR7166480004,코아스템켐온,KOSDAQ,1088,-5,-.46,1090,1134,1071,1000872,1097041392,52870376,57522969088
20251125,168330,KR7168330009,내츄럴엔도텍,KOSDAQ,2075,-50,-2.35,2155,2155,2070,17628,36772100,31754900,65891417500
20251125,168360,KR7168360006,펨트론,KOSDAQ,18080,450,2.55,18000,18700,17690,77296,1406203045,21288284,384892174720
20251125,169330,KR7169330008,엠브레인,KOSDAQ,2045,45,2.25,2000,2065,1979,2521,5010195,18286918,37396747310
20251125,169670,KR7169670007,코스텍시스템,KONEX,5170,-10,-.19,5190,5190,5010,342,1750700,2868401,14829633170
20251125,170030,KR7170030001,현대공업,KOSDAQ,5910,-20,-.34,5990,6050,5900,47465,282621700,15340000,90659400000
20251125,170790,KR7170790000,파이오링크,KOSDAQ,9220,30,.33,9190,9350,9050,12324,112890860,6718889,61948156580
20251125,170900,KR7170900005,동아에스티,KOSPI,51600,-1200,-2.27,52500,53000,51000,26692,1379517150,9352645,482596482000
20251125,170920,KR7170920003,엘티씨,KOSDAQ,16300,-130,-.79,16420,17110,16180,44021,727207925,10210070,166424141000
20251125,171010,KR7171010002,램테크놀러지,KOSDAQ,3630,75,2.11,3585,3730,3585,52632,191952770,14298752,51904469760
20251125,171090,KR7171090004,선익시스템,KOSDAQ,44500,-800,-1.77,45350,46250,44400,37201,1675584700,9558504,425353428000
20251125,171120,KR7171120009,라이온켐텍,KOSDAQ,2120,-30,-1.4,2150,2165,2100,16622,35335235,35901760,76111731200
20251125,172670,KR7172670002,에이엘티,KOSDAQ,10230,70,.69,10240,10560,10130,32025,328475270,8960259,91663449570
20251125,173130,KR7173130006,오파스넷,KOSDAQ,6450,-220,-3.3,6690,6690,6150,219011,1405407245,13046473,84149750850
