연번,과제명,사업명,공고명,세부공고명,사업년도,주관기관,관리기관,전문기관,산업기술분류
2619,빈집 이미지 분석을 통한 공사 견적과 사업성 검토 자동화 솔루션 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,(주)블랭크,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2620,AI 기반 부동산 담보대출 리스크평가 및 적정 회수액 산출 모델 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 마스,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2621,폐원단에 방염성과 내구성을 부가한 타일형 건축자재,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 크래용,중소기업기술정보진흥원,중소기업기술정보진흥원,화학>섬유 제조 공정>기타 섬유공정기술
2622,3D Motion 생성형 AI 솔루션 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,에이플라,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2623,Multi Modal AI를 활용한 인종별 맞춤형 피부 분석 및 관리 솔루션,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 해봄,중소기업기술정보진흥원,중소기업기술정보진흥원,에너지ㆍ자원>전력IT>IT 기반 고부가 서비스 기술>고객서비스정보기술
2624,소상공인을 위한 LLM 기반의 AI 리뷰/댓글 관리 서비스 고도화,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,르몽 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>Internet SW
2625,관객 데이터 기반 모바일 티켓 서비스 및 데이터 활용 솔루션 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,마스킷,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2626,한류 트래픽 폭주 대응을 위한 안전하고 최적화 된 AI 서버 데이터 분석 및 수요 예측 솔루션,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,아이콘캐스팅,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2627,생성형 AI를 활용한 콘텐츠 자동제작을 위한 연구 : AI 캐릭터 인터렉션 시스템,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 밀레니얼웍스,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>디지털 방송>디지털 방송 콘텐츠
2628,크리에이터의 OTA 전환을 돕는 AI 기반 OTA 비즈니스 솔루션 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 심플컴퍼니,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2629,라이프로그 데이터를 활용한 AI 휴먼센트릭 광원조절 시스템 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,(주)더바이오,중소기업기술정보진흥원,중소기업기술정보진흥원,에너지ㆍ자원>에너지효율 향상>건물용 고효율 설비 관련기술>조명
2630,"Cross-Kingdom 기반 Plant-miR 를 활용,  신호조절물질 발굴을 통한 근생성 촉진 및 근손실 방지 원천기술 개발",창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,이엑스헬스케어,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>산업 바이오>기능성 식품소재
2631,2차 콘텐츠 제작을 위한 언어 모델 기반 웹소설 추천 시스템,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 에크네,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2632,AIoT 기반 이종 PMS 연동 디스펜서 시스템 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 프리아이디어,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>에너지/환경기계 시스템>에너지/환경 기계 시스템 관련 IT·SW
2633,다공성 구조 기반 산소결함 조절 광촉매 필터 소재 개발 및 모듈화,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,클리에어 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,세라믹>에너지·환경소재>유해성분 제거 기능소재
2634,교육기관 전용 체험형 디바이스 롤링씨드 기반콘텐츠 포털 및 커리큘럼 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,(주)롤링씨드,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>디지털콘텐츠>디지털 콘텐츠 제작 및 유통
2635,전기차 배터리 및 ESS 인증 솔루션 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,비앤와이에너지,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>전지>이차전지
2636,빅데이터 분석 기반 초개인화 콘텐츠 추천 및 음악 콘텐츠 수요 예측 서비스 플랫폼 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,(주)위얼라이브,중소기업기술정보진흥원,중소기업기술정보진흥원,지식서비스>연구개발/엔지니어링 서비스>지식재산권분석/관리기술
2637,지능형 CCTV 기반 주차보조 가이드 모니터링 시스템,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 퀀텀아이,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>지식정보보안>물리보안
2638,가려움증과 염증을 완화시키는 이중 기능성 소재 및 제품 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,(주)리윤바이오,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>산업 바이오>기능성 화장품소재
2639,스포츠 강사 및 시설을 위한 운영 관리 어시스턴트,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,리포츠,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2640,LLM을 활용한 소스코드 취약점 분석 및 평가를 통해 해결책을 제시하는 On-premise 기반 코드 보안 솔루션,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 플롯팩토리,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>지식정보보안>정보보안
2641,수소연료전지의 고효율화를 위한 차세대 수소재순환 기술 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,홍스웍스 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,에너지ㆍ자원>신재생에너지>연료전지>연료전지/MHD발전
2642,고객 라이프스타일 맞춤 품종 AI 추천 서비스,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 그레인뱅크,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>RFID/ USN>활용서비스 플랫홈 및 응용SW
2643,글로벌 기업의 커스텀 AI 고도화 보급을 자동화하는 진단-도입-실증 AI 솔루션 [WhaleS],창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 비에프에이아이,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>Internet SW
2644,B2B 주류 유통의 디지털 트랜스포메이션을 통한 매장 맞춤형 AI 상품 추천 시스템 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,쓰리랩스 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>Internet SW
2645,가변 주파수 BioZ 센서 기반의 반려동물 근력노화 모니터링 시스템 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,바로펫 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2646,미크론 정밀 제어기술을 활용한 열기반 피부재생미용의료기기 고도화 및 사업화,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 메디셀,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>치료기기및 진단기기>기타 치료기기
2647,선박용 이산화탄소포집을 위한고체 흡수 기술 고도화 및 시스템 소형화 기술 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 쿨어스,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>에너지/환경기계 시스템>공조기화/냉동기계
2648,생성형 AI 활용 고객 상담 프로세스 자동화 도구 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 도슨티,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>Internet SW
2649,3차원 모유두세포 배양기술 및 나노 캐리어기술을 활용한 탈모 개선 기능성 엑소좀 소재 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 터리낙스,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>산업 바이오>기능성 화장품소재
2650,수면호흡장애 개선 최적화 알고리즘 기반 스마트 웨어러블 디바이스 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,(주)엠디스테이지,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의료정보 및 시스템>원격 및 재택 의료기기
2651,조직 생산성 향상을 위한 상시성과관리 및 지식관리 솔루션 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 매치워크,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2652,유질환데이터 기반 AI 맞춤형 검진항목/만성질환 보건관리 솔루션 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사포헬스,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>Internet SW
2653,창작 댄스 IP 생성을 위한 AI 모션 인식 기반의 영상 메타데이터 추출 및 댄스 코칭 개발,창업성장기술개발(일반),2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024년도 팁스(TIPS) 창업기업 지원계획 통합공고,2024 ,주식회사 칼라빈카 엔터테인먼트 ,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>디지털콘텐츠>디지털 콘텐츠 제작 및 유통
